Rank: 1 | Name: Wii Sports | Platform: Wii Sports | Year: 2006 | Genre: Sports | Publisher: Nintendo | NA_Sales: 41.49 | EU_Sales: 29.02 | JP_Sales: 3.77 | Other_Sales: 8.46 | Global_Sales: 82.74
Rank: 3612 | Name: Catz | Platform: Catz | Year: 2006 | Genre: Simulation | Publisher: Ubisoft | NA_Sales: 0.49 | EU_Sales: 0.02 | JP_Sales: 0 | Other_Sales: 0.04 | Global_Sales: 0.56
Rank: 3613 | Name: Major League Baseball 2K5 | Platform: Major League Baseball 2K5 | Year: 2005 | Genre: Sports | Publisher: Take-Two Interactive | NA_Sales: 0.52 | EU_Sales: 0.02 | JP_Sales: 0 | Other_Sales: 0.02 | Global_Sales: 0.56
Rank: 3614 | Name: DS Bimoji Training | Platform: DS Bimoji Training | Year: 2008 | Genre: Misc | Publisher: Nintendo | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.56 | Other_Sales: 0 | Global_Sales: 0.56
Rank: 3615 | Name: WWE 2K15 | Platform: WWE 2K15 | Year: 2014 | Genre: Sports | Publisher: Take-Two Interactive | NA_Sales: 0.28 | EU_Sales: 0.23 | JP_Sales: 0 | Other_Sales: 0.04 | Global_Sales: 0.56
Rank: 3616 | Name: Petz Catz Clan | Platform: Petz Catz Clan | Year: 2008 | Genre: Simulation | Publisher: Ubisoft | NA_Sales: 0.48 | EU_Sales: 0.04 | JP_Sales: 0 | Other_Sales: 0.04 | Global_Sales: 0.56
Rank: 3617 | Name: Soul Sacrifice | Platform: Soul Sacrifice | Year: 2013 | Genre: Role-Playing | Publisher: Sony Computer Entertainment | NA_Sales: 0.18 | EU_Sales: 0.09 | JP_Sales: 0.22 | Other_Sales: 0.06 | Global_Sales: 0.56
Rank: 3618 | Name: G-Force | Platform: G-Force | Year: 2009 | Genre: Action | Publisher: Disney Interactive Studios | NA_Sales: 0.27 | EU_Sales: 0.23 | JP_Sales: 0 | Other_Sales: 0.06 | Global_Sales: 0.56
Rank: 3619 | Name: Tiger Woods PGA Tour 11 | Platform: Tiger Woods PGA Tour 11 | Year: 2010 | Genre: Sports | Publisher: Electronic Arts | NA_Sales: 0.24 | EU_Sales: 0.26 | JP_Sales: 0 | Other_Sales: 0.06 | Global_Sales: 0.56
Rank: 3620 | Name: Soldier of Fortune: Gold Edition | Platform: Soldier of Fortune: Gold Edition | Year: 2001 | Genre: Shooter | Publisher: Codemasters | NA_Sales: 0.27 | EU_Sales: 0.21 | JP_Sales: 0 | Other_Sales: 0.07 | Global_Sales: 0.56
Rank: 3621 | Name: Rune Factory: A Fantasy Harvest Moon | Platform: Rune Factory: A Fantasy Harvest Moon | Year: 2006 | Genre: Role-Playing | Publisher: Rising Star Games | NA_Sales: 0.37 | EU_Sales: 0.02 | JP_Sales: 0.14 | Other_Sales: 0.03 | Global_Sales: 0.56
Rank: 3622 | Name: Monster Jam: Path of Destruction | Platform: Monster Jam: Path of Destruction | Year: 2010 | Genre: Racing | Publisher: Activision | NA_Sales: 0.5 | EU_Sales: 0.02 | JP_Sales: 0 | Other_Sales: 0.03 | Global_Sales: 0.56
Rank: 3623 | Name: Rapala Tournament Fishing! | Platform: Rapala Tournament Fishing! | Year: 2006 | Genre: Sports | Publisher: Activision | NA_Sales: 0.51 | EU_Sales: 0 | JP_Sales: 0 | Other_Sales: 0.04 | Global_Sales: 0.56
Rank: 3624 | Name: MX 2002 Featuring Ricky Carmichael | Platform: MX 2002 Featuring Ricky Carmichael | Year: 2001 | Genre: Racing | Publisher: THQ | NA_Sales: 0.27 | EU_Sales: 0.21 | JP_Sales: 0 | Other_Sales: 0.07 | Global_Sales: 0.56
Rank: 3625 | Name: Purr Pals | Platform: Purr Pals | Year: 2007 | Genre: Simulation | Publisher: THQ | NA_Sales: 0.18 | EU_Sales: 0.36 | JP_Sales: 0 | Other_Sales: 0.02 | Global_Sales: 0.56
Rank: 3626 | Name: NCAA Football 07 | Platform: NCAA Football 07 | Year: 2006 | Genre: Sports | Publisher: Electronic Arts | NA_Sales: 0.42 | EU_Sales: 0.12 | JP_Sales: 0 | Other_Sales: 0.01 | Global_Sales: 0.56
Rank: 3627 | Name: God of War: Origins Collection | Platform: God of War: Origins Collection | Year: 2011 | Genre: Action | Publisher: Sony Computer Entertainment | NA_Sales: 0.39 | EU_Sales: 0.08 | JP_Sales: 0.02 | Other_Sales: 0.06 | Global_Sales: 0.56
Rank: 3628 | Name: MX vs. ATV: Alive | Platform: MX vs. ATV: Alive | Year: 2011 | Genre: Racing | Publisher: THQ | NA_Sales: 0.37 | EU_Sales: 0.14 | JP_Sales: 0 | Other_Sales: 0.05 | Global_Sales: 0.56
Rank: 3629 | Name: Lunar: Silver Star Story Complete | Platform: Lunar: Silver Star Story Complete | Year: 1998 | Genre: Role-Playing | Publisher: Kadokawa Shoten | NA_Sales: 0.27 | EU_Sales: 0.18 | JP_Sales: 0.06 | Other_Sales: 0.04 | Global_Sales: 0.55
Rank: 3630 | Name: Dragon Ball: XenoVerse | Platform: Dragon Ball: XenoVerse | Year: 2015 | Genre: Fighting | Publisher: Namco Bandai Games | NA_Sales: 0.15 | EU_Sales: 0.2 | JP_Sales: 0.14 | Other_Sales: 0.07 | Global_Sales: 0.55
Rank: 3631 | Name: NBA Showtime: NBA on NBC | Platform: NBA Showtime: NBA on NBC | Year: 1999 | Genre: Sports | Publisher: Midway Games | NA_Sales: 0.31 | EU_Sales: 0.21 | JP_Sales: 0 | Other_Sales: 0.04 | Global_Sales: 0.55
Rank: 3632 | Name: ZhuZhu Pets 2: Featuring The Wild Bunch | Platform: ZhuZhu Pets 2: Featuring The Wild Bunch | Year: 2010 | Genre: Simulation | Publisher: Activision | NA_Sales: 0.41 | EU_Sales: 0.11 | JP_Sales: 0 | Other_Sales: 0.04 | Global_Sales: 0.55
Rank: 3633 | Name: Dragon Age: Inquisition | Platform: Dragon Age: Inquisition | Year: 2014 | Genre: Role-Playing | Publisher: Electronic Arts | NA_Sales: 0.35 | EU_Sales: 0.16 | JP_Sales: 0 | Other_Sales: 0.05 | Global_Sales: 0.55
Rank: 3634 | Name: Soul Reaver 2 | Platform: Soul Reaver 2 | Year: 2001 | Genre: Action | Publisher: Eidos Interactive | NA_Sales: 0.27 | EU_Sales: 0.21 | JP_Sales: 0 | Other_Sales: 0.07 | Global_Sales: 0.55
Rank: 3635 | Name: Metal Gear Solid 3: Subsistence | Platform: Metal Gear Solid 3: Subsistence | Year: 2005 | Genre: Action | Publisher: Konami Digital Entertainment | NA_Sales: 0.34 | EU_Sales: 0.01 | JP_Sales: 0.15 | Other_Sales: 0.06 | Global_Sales: 0.55
Rank: 3636 | Name: Sly Cooper: Thieves in Time | Platform: Sly Cooper: Thieves in Time | Year: 2013 | Genre: Platform | Publisher: Sony Computer Entertainment Europe | NA_Sales: 0.35 | EU_Sales: 0.13 | JP_Sales: 0 | Other_Sales: 0.08 | Global_Sales: 0.55
Rank: 3637 | Name: The Godfather (old US sales) | Platform: The Godfather (old US sales) | Year: 2006 | Genre: Action | Publisher: Electronic Arts | NA_Sales: 0.42 | EU_Sales: 0.11 | JP_Sales: 0 | Other_Sales: 0.02 | Global_Sales: 0.55
Rank: 3638 | Name: Daytona USA | Platform: Daytona USA | Year: 1994 | Genre: Racing | Publisher: Sega | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.55 | Other_Sales: 0 | Global_Sales: 0.55
Rank: 3639 | Name: Harry Potter and the Deathly Hallows - Part 1 | Platform: Harry Potter and the Deathly Hallows - Part 1 | Year: 2010 | Genre: Action | Publisher: Electronic Arts | NA_Sales: 0.22 | EU_Sales: 0.28 | JP_Sales: 0 | Other_Sales: 0.05 | Global_Sales: 0.55
Rank: 3640 | Name: Tiger Woods PGA Tour 13 | Platform: Tiger Woods PGA Tour 13 | Year: 2012 | Genre: Sports | Publisher: Electronic Arts | NA_Sales: 0.24 | EU_Sales: 0.22 | JP_Sales: 0 | Other_Sales: 0.09 | Global_Sales: 0.55
Rank: 3641 | Name: WWF Raw | Platform: WWF Raw | Year: 2002 | Genre: Fighting | Publisher: THQ | NA_Sales: 0.4 | EU_Sales: 0.13 | JP_Sales: 0 | Other_Sales: 0.02 | Global_Sales: 0.55
Rank: 3642 | Name: Shin Super Robot Taisen | Platform: Shin Super Robot Taisen | Year: 1996 | Genre: Role-Playing | Publisher: Banpresto | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.52 | Other_Sales: 0.04 | Global_Sales: 0.55
Rank: 3643 | Name: Jump Super Stars | Platform: Jump Super Stars | Year: 2005 | Genre: Fighting | Publisher: Nintendo | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.55 | Other_Sales: 0 | Global_Sales: 0.55
Rank: 3644 | Name: Legends of WrestleMania | Platform: Legends of WrestleMania | Year: 2009 | Genre: Fighting | Publisher: THQ | NA_Sales: 0.3 | EU_Sales: 0.17 | JP_Sales: 0 | Other_Sales: 0.07 | Global_Sales: 0.55
Rank: 3645 | Name: The Activision Decathlon | Platform: The Activision Decathlon | Year: 1982 | Genre: Sports | Publisher: Activision | NA_Sales: 0.52 | EU_Sales: 0.03 | JP_Sales: 0 | Other_Sales: 0.01 | Global_Sales: 0.55
Rank: 3646 | Name: Simple 1500 Series Vol. 73: The Invaders ~Space Invaders 1500~ | Platform: Simple 1500 Series Vol. 73: The Invaders ~Space Invaders 1500~ | Year: 2001 | Genre: Shooter | Publisher: D3Publisher | NA_Sales: 0.31 | EU_Sales: 0.21 | JP_Sales: 0 | Other_Sales: 0.04 | Global_Sales: 0.55
Rank: 3647 | Name: 50 Classic Games | Platform: 50 Classic Games | Year: 2009 | Genre: Misc | Publisher: Destineer | NA_Sales: 0.52 | EU_Sales: 0 | JP_Sales: 0 | Other_Sales: 0.04 | Global_Sales: 0.55
Rank: 3648 | Name: Fighting Force 2 | Platform: Fighting Force 2 | Year: 1999 | Genre: Action | Publisher: Eidos Interactive | NA_Sales: 0.31 | EU_Sales: 0.21 | JP_Sales: 0 | Other_Sales: 0.04 | Global_Sales: 0.55
Rank: 3649 | Name: Sakura Wars | Platform: Sakura Wars | Year: 1996 | Genre: Adventure | Publisher: Sega | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.55 | Other_Sales: 0 | Global_Sales: 0.55
Rank: 3650 | Name: Yokai Sangokushi | Platform: Yokai Sangokushi | Year: 2016 | Genre: Action | Publisher: Level 5 | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.55 | Other_Sales: 0 | Global_Sales: 0.55
Rank: 3651 | Name: Extermination | Platform: Extermination | Year: 2001 | Genre: Action | Publisher: Sony Computer Entertainment | NA_Sales: 0.21 | EU_Sales: 0.16 | JP_Sales: 0.12 | Other_Sales: 0.05 | Global_Sales: 0.55
Rank: 3652 | Name: Batman: Vengeance | Platform: Batman: Vengeance | Year: 2001 | Genre: Adventure | Publisher: Ubisoft | NA_Sales: 0.27 | EU_Sales: 0.21 | JP_Sales: 0 | Other_Sales: 0.07 | Global_Sales: 0.55
Rank: 3653 | Name: Unit 13 | Platform: Unit 13 | Year: 2012 | Genre: Shooter | Publisher: Sony Computer Entertainment | NA_Sales: 0.29 | EU_Sales: 0.15 | JP_Sales: 0.04 | Other_Sales: 0.07 | Global_Sales: 0.55
Rank: 3654 | Name: Tatsunoko vs. Capcom: Ultimate All-Stars | Platform: Tatsunoko vs. Capcom: Ultimate All-Stars | Year: 2010 | Genre: Fighting | Publisher: Capcom | NA_Sales: 0.32 | EU_Sales: 0.16 | JP_Sales: 0.03 | Other_Sales: 0.05 | Global_Sales: 0.55
Rank: 3655 | Name: TMNT | Platform: TMNT | Year: 2007 | Genre: Action | Publisher: Ubisoft | NA_Sales: 0.47 | EU_Sales: 0.04 | JP_Sales: 0 | Other_Sales: 0.04 | Global_Sales: 0.55
Rank: 3656 | Name: F.E.A.R. | Platform: F.E.A.R. | Year: 2007 | Genre: Shooter | Publisher: Vivendi Games | NA_Sales: 0.18 | EU_Sales: 0.27 | JP_Sales: 0 | Other_Sales: 0.1 | Global_Sales: 0.55
Rank: 3657 | Name: Secret Agent Clank(US sales) | Platform: Secret Agent Clank(US sales) | Year: 2008 | Genre: Platform | Publisher: Sony Computer Entertainment | NA_Sales: 0.33 | EU_Sales: 0.22 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.55
Rank: 3658 | Name: Assassin's Creed: Unity | Platform: Assassin's Creed: Unity | Year: 2014 | Genre: Action | Publisher: Ubisoft | NA_Sales: 0.17 | EU_Sales: 0.33 | JP_Sales: 0 | Other_Sales: 0.05 | Global_Sales: 0.55
Rank: 3659 | Name: Derby Stallion 04 | Platform: Derby Stallion 04 | Year: 2004 | Genre: Sports | Publisher: Enterbrain | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.55 | Other_Sales: 0 | Global_Sales: 0.55
Rank: 3660 | Name: NBA 2K8 | Platform: NBA 2K8 | Year: 2007 | Genre: Sports | Publisher: Take-Two Interactive | NA_Sales: 0.5 | EU_Sales: 0.01 | JP_Sales: 0 | Other_Sales: 0.05 | Global_Sales: 0.55
Rank: 3661 | Name: Barbie Horse Adventures: Riding Camp | Platform: Barbie Horse Adventures: Riding Camp | Year: 2008 | Genre: Sports | Publisher: Activision | NA_Sales: 0.51 | EU_Sales: 0 | JP_Sales: 0 | Other_Sales: 0.04 | Global_Sales: 0.55
Rank: 3662 | Name: CrossworDS | Platform: CrossworDS | Year: 2008 | Genre: Puzzle | Publisher: Deep Silver | NA_Sales: 0.51 | EU_Sales: 0 | JP_Sales: 0 | Other_Sales: 0.04 | Global_Sales: 0.55
Rank: 3663 | Name: Tony Hawk's Pro Skater 3 | Platform: Tony Hawk's Pro Skater 3 | Year: 2002 | Genre: Sports | Publisher: Activision | NA_Sales: 0.34 | EU_Sales: 0.18 | JP_Sales: 0 | Other_Sales: 0.02 | Global_Sales: 0.55
Rank: 3664 | Name: Mega Man Zero | Platform: Mega Man Zero | Year: 2002 | Genre: Platform | Publisher: Capcom | NA_Sales: 0.22 | EU_Sales: 0.08 | JP_Sales: 0.24 | Other_Sales: 0.01 | Global_Sales: 0.55
Rank: 3665 | Name: Contender 2 | Platform: Contender 2 | Year: 2000 | Genre: Fighting | Publisher: 3DO | NA_Sales: 0.31 | EU_Sales: 0.21 | JP_Sales: 0 | Other_Sales: 0.04 | Global_Sales: 0.55
Rank: 3666 | Name: The Amazing Spider-Man 2 (2014) | Platform: The Amazing Spider-Man 2 (2014) | Year: 2014 | Genre: Action | Publisher: Activision | NA_Sales: 0.2 | EU_Sales: 0.25 | JP_Sales: 0.02 | Other_Sales: 0.09 | Global_Sales: 0.55
Rank: 3667 | Name: Star Wars: Dark Forces | Platform: Star Wars: Dark Forces | Year: 1996 | Genre: Shooter | Publisher: LucasArts | NA_Sales: 0.31 | EU_Sales: 0.21 | JP_Sales: 0 | Other_Sales: 0.04 | Global_Sales: 0.55
Rank: 3668 | Name: SD Gundam G Generation Zero | Platform: SD Gundam G Generation Zero | Year: 1999 | Genre: Strategy | Publisher: Namco Bandai Games | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.51 | Other_Sales: 0.04 | Global_Sales: 0.55
Rank: 3669 | Name: Super Robot Taisen F | Platform: Super Robot Taisen F | Year: 1997 | Genre: Strategy | Publisher: Banpresto | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.55 | Other_Sales: 0 | Global_Sales: 0.55
Rank: 3670 | Name: Shrek 2 | Platform: Shrek 2 | Year: 2004 | Genre: Platform | Publisher: Activision | NA_Sales: 0.4 | EU_Sales: 0.13 | JP_Sales: 0 | Other_Sales: 0.02 | Global_Sales: 0.55
Rank: 3671 | Name: Soccer Tsuku 2002: J-League Pro Soccer Club o Tsukurou! | Platform: Soccer Tsuku 2002: J-League Pro Soccer Club o Tsukurou! | Year: 2002 | Genre: Sports | Publisher: Sega | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.55 | Other_Sales: 0 | Global_Sales: 0.55
Rank: 3672 | Name: Time Crisis: Razing Storm | Platform: Time Crisis: Razing Storm | Year: 2010 | Genre: Shooter | Publisher: Namco Bandai Games | NA_Sales: 0.18 | EU_Sales: 0.21 | JP_Sales: 0.07 | Other_Sales: 0.08 | Global_Sales: 0.55
Rank: 3673 | Name: SpongeBob SquarePants: SuperSponge | Platform: SpongeBob SquarePants: SuperSponge | Year: 2001 | Genre: Action | Publisher: THQ | NA_Sales: 0.39 | EU_Sales: 0.15 | JP_Sales: 0 | Other_Sales: 0.01 | Global_Sales: 0.55
Rank: 3674 | Name: Super Robot Taisen F Kanketsuhen | Platform: Super Robot Taisen F Kanketsuhen | Year: 1998 | Genre: Strategy | Publisher: Banpresto | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.55 | Other_Sales: 0 | Global_Sales: 0.55
Rank: 3675 | Name: Enslaved: Odyssey to the West | Platform: Enslaved: Odyssey to the West | Year: 2010 | Genre: Action | Publisher: Namco Bandai Games | NA_Sales: 0.3 | EU_Sales: 0.19 | JP_Sales: 0 | Other_Sales: 0.05 | Global_Sales: 0.55
Rank: 3676 | Name: Rune Factory 4 | Platform: Rune Factory 4 | Year: 2012 | Genre: Role-Playing | Publisher: Xseed Games | NA_Sales: 0.31 | EU_Sales: 0 | JP_Sales: 0.21 | Other_Sales: 0.03 | Global_Sales: 0.55
Rank: 3677 | Name: Summer Sports: Paradise Island | Platform: Summer Sports: Paradise Island | Year: 2008 | Genre: Sports | Publisher: Ubisoft | NA_Sales: 0.49 | EU_Sales: 0.02 | JP_Sales: 0 | Other_Sales: 0.04 | Global_Sales: 0.55
Rank: 3678 | Name: Tak and the Power of Juju | Platform: Tak and the Power of Juju | Year: 2003 | Genre: Platform | Publisher: THQ | NA_Sales: 0.39 | EU_Sales: 0.15 | JP_Sales: 0 | Other_Sales: 0.01 | Global_Sales: 0.55
Rank: 3679 | Name: Dynasty Warriors: Gundam 3 | Platform: Dynasty Warriors: Gundam 3 | Year: 2010 | Genre: Action | Publisher: Tecmo Koei | NA_Sales: 0.11 | EU_Sales: 0.05 | JP_Sales: 0.36 | Other_Sales: 0.02 | Global_Sales: 0.55
Rank: 3680 | Name: Mortal Kombat 3 | Platform: Mortal Kombat 3 | Year: 1995 | Genre: Fighting | Publisher: Sony Computer Entertainment | NA_Sales: 0.29 | EU_Sales: 0.2 | JP_Sales: 0.02 | Other_Sales: 0.04 | Global_Sales: 0.55
Rank: 3681 | Name: Turok: Evolution | Platform: Turok: Evolution | Year: 2002 | Genre: Shooter | Publisher: Acclaim Entertainment | NA_Sales: 0.39 | EU_Sales: 0.14 | JP_Sales: 0 | Other_Sales: 0.02 | Global_Sales: 0.55
Rank: 3682 | Name: Jak X: Combat Racing | Platform: Jak X: Combat Racing | Year: 2005 | Genre: Racing | Publisher: Sony Computer Entertainment | NA_Sales: 0.45 | EU_Sales: 0.02 | JP_Sales: 0 | Other_Sales: 0.07 | Global_Sales: 0.55
Rank: 3683 | Name: Metro 2033 | Platform: Metro 2033 | Year: 2010 | Genre: Shooter | Publisher: THQ | NA_Sales: 0.22 | EU_Sales: 0.24 | JP_Sales: 0.03 | Other_Sales: 0.05 | Global_Sales: 0.55
Rank: 3684 | Name: Are You Smarter than a 5th Grader? Make the Grade | Platform: Are You Smarter than a 5th Grader? Make the Grade | Year: 2008 | Genre: Misc | Publisher: THQ | NA_Sales: 0.51 | EU_Sales: 0 | JP_Sales: 0 | Other_Sales: 0.04 | Global_Sales: 0.55
Rank: 3685 | Name: American Idol | Platform: American Idol | Year: 2003 | Genre: Misc | Publisher: Codemasters | NA_Sales: 0.27 | EU_Sales: 0.21 | JP_Sales: 0 | Other_Sales: 0.07 | Global_Sales: 0.55
Rank: 3686 | Name: Top Gun: Fire at Will! | Platform: Top Gun: Fire at Will! | Year: 1996 | Genre: Misc | Publisher: Microprose | NA_Sales: 0.3 | EU_Sales: 0.21 | JP_Sales: 0 | Other_Sales: 0.04 | Global_Sales: 0.55
Rank: 3687 | Name: Red Dead Revolver | Platform: Red Dead Revolver | Year: 2004 | Genre: Shooter | Publisher: Take-Two Interactive | NA_Sales: 0.4 | EU_Sales: 0.12 | JP_Sales: 0 | Other_Sales: 0.02 | Global_Sales: 0.55
Rank: 3688 | Name: Dragon Ball Z: Shin Budokai | Platform: Dragon Ball Z: Shin Budokai | Year: 2006 | Genre: Fighting | Publisher: Atari | NA_Sales: 0.26 | EU_Sales: 0.08 | JP_Sales: 0.13 | Other_Sales: 0.07 | Global_Sales: 0.55
Rank: 3689 | Name: LEGO The Hobbit | Platform: LEGO The Hobbit | Year: 2014 | Genre: Action | Publisher: Warner Bros. Interactive Entertainment | NA_Sales: 0.12 | EU_Sales: 0.32 | JP_Sales: 0 | Other_Sales: 0.1 | Global_Sales: 0.54
Rank: 3690 | Name: Iron Man | Platform: Iron Man | Year: 2008 | Genre: Action | Publisher: Sega | NA_Sales: 0.36 | EU_Sales: 0 | JP_Sales: 0 | Other_Sales: 0.19 | Global_Sales: 0.54
Rank: 3691 | Name: SingStar Summer Party | Platform: SingStar Summer Party | Year: 2008 | Genre: Misc | Publisher: Sony Computer Entertainment | NA_Sales: 0 | EU_Sales: 0.06 | JP_Sales: 0 | Other_Sales: 0.48 | Global_Sales: 0.54
Rank: 3692 | Name: Tiger Woods PGA Tour 08 | Platform: Tiger Woods PGA Tour 08 | Year: 2007 | Genre: Sports | Publisher: Electronic Arts | NA_Sales: 0.49 | EU_Sales: 0.02 | JP_Sales: 0 | Other_Sales: 0.04 | Global_Sales: 0.54
Rank: 3693 | Name: NBA Live 10 | Platform: NBA Live 10 | Year: 2009 | Genre: Sports | Publisher: Electronic Arts | NA_Sales: 0.46 | EU_Sales: 0.03 | JP_Sales: 0.01 | Other_Sales: 0.05 | Global_Sales: 0.54
Rank: 3694 | Name: The SpongeBob SquarePants Movie | Platform: The SpongeBob SquarePants Movie | Year: 2004 | Genre: Platform | Publisher: THQ | NA_Sales: 0.4 | EU_Sales: 0.12 | JP_Sales: 0 | Other_Sales: 0.02 | Global_Sales: 0.54
Rank: 3695 | Name: FIFA Soccer 07 | Platform: FIFA Soccer 07 | Year: 2006 | Genre: Sports | Publisher: Electronic Arts | NA_Sales: 0.16 | EU_Sales: 0.35 | JP_Sales: 0 | Other_Sales: 0.04 | Global_Sales: 0.54
Rank: 3696 | Name: Gekikuukan Pro Yakyuu: At the End of the Century 1999 | Platform: Gekikuukan Pro Yakyuu: At the End of the Century 1999 | Year: 2000 | Genre: Sports | Publisher: SquareSoft | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.54 | Other_Sales: 0 | Global_Sales: 0.54
Rank: 3697 | Name: Medarot 2: Kabuto / Kuwagata Version | Platform: Medarot 2: Kabuto / Kuwagata Version | Year: 1999 | Genre: Role-Playing | Publisher: Imagineer | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.54 | Other_Sales: 0 | Global_Sales: 0.54
Rank: 3698 | Name: Excite Truck | Platform: Excite Truck | Year: 2006 | Genre: Racing | Publisher: Nintendo | NA_Sales: 0.4 | EU_Sales: 0.03 | JP_Sales: 0.08 | Other_Sales: 0.04 | Global_Sales: 0.54
Rank: 3699 | Name: Sacred 2: Fallen Angel | Platform: Sacred 2: Fallen Angel | Year: 2009 | Genre: Role-Playing | Publisher: Deep Silver | NA_Sales: 0.29 | EU_Sales: 0.17 | JP_Sales: 0.04 | Other_Sales: 0.05 | Global_Sales: 0.54
Rank: 3700 | Name: System 3 presents Ferrari Challenge Trofeo Pirelli | Platform: System 3 presents Ferrari Challenge Trofeo Pirelli | Year: 2008 | Genre: Racing | Publisher: System 3 Arcade Software | NA_Sales: 0.07 | EU_Sales: 0.4 | JP_Sales: 0 | Other_Sales: 0.07 | Global_Sales: 0.54
Rank: 3701 | Name: Dance Dance Revolution Ultramix | Platform: Dance Dance Revolution Ultramix | Year: 2003 | Genre: Simulation | Publisher: Konami Digital Entertainment | NA_Sales: 0.42 | EU_Sales: 0.11 | JP_Sales: 0 | Other_Sales: 0.02 | Global_Sales: 0.54
Rank: 3702 | Name: ModNation Racers | Platform: ModNation Racers | Year: 2010 | Genre: Racing | Publisher: Sony Computer Entertainment | NA_Sales: 0.11 | EU_Sales: 0.27 | JP_Sales: 0.02 | Other_Sales: 0.14 | Global_Sales: 0.54
Rank: 3703 | Name: Crash Tag Team Racing | Platform: Crash Tag Team Racing | Year: 2005 | Genre: Racing | Publisher: Vivendi Games | NA_Sales: 0.27 | EU_Sales: 0.21 | JP_Sales: 0 | Other_Sales: 0.07 | Global_Sales: 0.54
Rank: 3704 | Name: Two Worlds II | Platform: Two Worlds II | Year: 2011 | Genre: Role-Playing | Publisher: Unknown | NA_Sales: 0.4 | EU_Sales: 0.08 | JP_Sales: 0.03 | Other_Sales: 0.04 | Global_Sales: 0.54
Rank: 3705 | Name: Sonic & All-Stars Racing Transformed | Platform: Sonic & All-Stars Racing Transformed | Year: 2012 | Genre: Racing | Publisher: Sega | NA_Sales: 0.08 | EU_Sales: 0.33 | JP_Sales: 0.01 | Other_Sales: 0.11 | Global_Sales: 0.54
Rank: 3706 | Name: Michael Jackson: The Experience | Platform: Michael Jackson: The Experience | Year: 2011 | Genre: Misc | Publisher: Ubisoft | NA_Sales: 0.25 | EU_Sales: 0.2 | JP_Sales: 0 | Other_Sales: 0.08 | Global_Sales: 0.54
Rank: 3707 | Name: Front Mission 4 | Platform: Front Mission 4 | Year: 2003 | Genre: Strategy | Publisher: Square Enix | NA_Sales: 0.14 | EU_Sales: 0.11 | JP_Sales: 0.25 | Other_Sales: 0.04 | Global_Sales: 0.54
Rank: 3708 | Name: The Fairly Odd Parents: Breakin' Da Rules | Platform: The Fairly Odd Parents: Breakin' Da Rules | Year: 2003 | Genre: Platform | Publisher: THQ | NA_Sales: 0.39 | EU_Sales: 0.14 | JP_Sales: 0 | Other_Sales: 0.01 | Global_Sales: 0.54
Rank: 3709 | Name: LEGO Dimensions | Platform: LEGO Dimensions | Year: 2015 | Genre: Action | Publisher: Warner Bros. Interactive Entertainment | NA_Sales: 0.15 | EU_Sales: 0.3 | JP_Sales: 0 | Other_Sales: 0.09 | Global_Sales: 0.54
Rank: 3710 | Name: Inazuma Eleven | Platform: Inazuma Eleven | Year: 2008 | Genre: Role-Playing | Publisher: Nintendo | NA_Sales: 0 | EU_Sales: 0.14 | JP_Sales: 0.38 | Other_Sales: 0.02 | Global_Sales: 0.54
Rank: 3711 | Name: Ninokuni: Shikkoku no Madoushi | Platform: Ninokuni: Shikkoku no Madoushi | Year: 2010 | Genre: Role-Playing | Publisher: Level 5 | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.54 | Other_Sales: 0 | Global_Sales: 0.54
Rank: 3712 | Name: Minecraft: Story Mode | Platform: Minecraft: Story Mode | Year: 2015 | Genre: Adventure | Publisher: Mojang | NA_Sales: 0.29 | EU_Sales: 0.21 | JP_Sales: 0 | Other_Sales: 0.05 | Global_Sales: 0.54
Rank: 3713 | Name: Resident Evil: Revelations 2 | Platform: Resident Evil: Revelations 2 | Year: 2015 | Genre: Action | Publisher: Capcom | NA_Sales: 0.13 | EU_Sales: 0.24 | JP_Sales: 0.1 | Other_Sales: 0.07 | Global_Sales: 0.54
Rank: 3714 | Name: Manhunt 2 | Platform: Manhunt 2 | Year: 2007 | Genre: Action | Publisher: Take-Two Interactive | NA_Sales: 0.25 | EU_Sales: 0.23 | JP_Sales: 0 | Other_Sales: 0.06 | Global_Sales: 0.54
